Date,Open,High,Low,Close,Volume,Name,MA_20,RSI_14,MACD,MACD_Signal,Market_Regime,Open_binned,High_binned,Low_binned,Close_binned,Volume_binned
2006-01-31,-1.9487840150007258,-1.971449461959312,-1.9248442381161495,-1.9629507944825444,0.5872047679802699,IBM,-1.9109229844980447,32.51681007931805,-0.01604781416846124,-0.00677300587080501,0,0,0,0,0,3
2006-02-01,-1.9753055007662,-1.9608838520260006,-1.9477786152368382,-1.934770785016924,0.11807584694394631,IBM,-1.9111859465025607,36.893161354127045,-0.014123931231013964,-0.008243190942846802,0,0,0,0,0,2
2006-02-02,-1.9509866691011932,-1.9895707879077111,-1.9367340734987095,-1.96604643165354,0.4011507058849786,IBM,-1.912771657038824,36.34446514783705,-0.01495058243643621,-0.009584669241564684,0,0,0,0,0,3
2006-02-03,-1.9908673543049529,-2.026088239348798,-1.9891670493027394,-2.02222877807315,1.375490905744071,IBM,-1.9183684336657092,32.919081720920246,-0.019909649249810757,-0.011649665243213899,0,0,0,0,0,4
2006-02-06,-2.018151766206785,-2.06297832423304,-2.0247060253901648,-2.0429606410302434,1.313987790328744,IBM,-1.9302603709385178,31.886565570126805,-0.025221891242623418,-0.014364110443095802,0,0,0,0,0,4
2006-02-07,-2.037961887784836,-2.052142206872656,-2.0080171145604364,-2.027625570591084,0.05365416858368297,IBM,-1.9387862371403823,23.384828118711738,-0.027873164777542536,-0.01706592130998515,0,0,0,0,0,2
2006-02-08,-1.9895308341855855,-2.020274226791739,-1.9659659915436405,-1.9851212128214,-0.03756258671405761,IBM,-1.9459150727234225,36.144072892408,-0.026242069465409967,-0.018901150941070116,0,0,0,0,0,2
2006-02-09,-1.9975574303119379,-2.0247457140062552,-1.999028473587802,-2.0029565517236683,0.8323472867429584,IBM,-1.954149287582449,42.98778055199371,-0.02608785294280458,-0.02033849134141701,0,0,0,0,0,4
2006-02-10,-1.9975574303119379,-1.9953355926158929,-1.9677453426570208,-1.9616249086838344,0.10046286132584811,IBM,-1.9590314205550925,49.46652996420078,-0.02237261943681279,-0.02074531696049617,0,0,0,0,0,2
2006-02-13,-1.956278560577489,-1.9754195401598578,-1.9686353510376835,-2.001169029472575,0.05517406075260188,IBM,-1.9650286220305009,47.435947002604124,-0.02236138208692595,-0.021068529985782125,0,0,0,0,0,2
2006-02-14,-1.9908673543049529,-1.9957794201230918,-1.9610773458537403,-1.972245717052408,0.35918879265579967,IBM,-1.9692119931466354,51.01825583497563,-0.019790474544671754,-0.02081291889756005,0,0,0,0,0,3
2006-02-15,-1.9770805872221764,-1.9935608272608991,-1.9544217854816275,-1.9828980061844836,-0.028597714873039175,IBM,-1.9770613243287947,50.728188288042,-0.018400453528715888,-0.020330425823791222,0,0,0,0,0,2
2006-02-16,-1.9850793580606672,-2.019827382102666,-1.9708613436141287,-1.980231972372107,0.07629837788820293,IBM,-1.9818387479544175,49.33354845043036,-0.01688903888413118,-0.019642148435859215,0,0,0,0,0,2
2006-02-17,-1.9748618662880446,-2.014469549402521,-1.9708613436141287,-1.9891264538677818,0.07170173741675326,IBM,-1.9832800950542477,44.30340564902156,-0.016221945719121056,-0.018958107892511587,0,0,0,0,0,2
2006-02-21,-2.010975108507477,-2.0269835332987785,-1.9779938653300797,-1.9984894120411076,0.27576341079711303,IBM,-1.9852999855143043,44.954368297359814,-0.01626133154703835,-0.01841875262341694,0,0,0,0,0,3
2006-02-22,-2.015458837680478,-1.9869132061000128,-1.9779938653300797,-1.960741256499204,0.06987614473962675,IBM,-1.9841921480300404,46.404780272567876,-0.013095626194661758,-0.017354127337665906,0,0,0,0,0,2
2006-02-23,-1.9620202613845388,-2.000665122261798,-1.974871632760517,-2.0119075237507653,-0.058813420870287896,IBM,-1.9857759255989733,43.99492145332336,-0.014547774360933685,-0.01679285674231946,0,0,0,0,0,2
2006-02-24,-1.9864142213028446,-2.0314633318289137,-1.983352627817105,-2.016391383858584,-0.5704158515481013,IBM,-1.9871614344624973,50.85980298232572,-0.015877397527030546,-0.016609764899261678,0,0,0,0,0,1
2006-02-27,-2.0168050493869005,-2.020721126718422,-1.9788864337645706,-1.9926904193643928,-0.634318874495397,IBM,-1.9880284867055402,57.49803966848811,-0.014847510845352963,-0.016257314088479937,0,0,0,0,0,1
2006-02-28,-2.010975108507477,-2.035948688422478,-1.98961470514992,-2.010115544949929,0.3190893016213063,IBM,-1.9911146196744862,52.58191361013533,-0.015261455675986246,-0.016058142405981198,0,0,0,0,0,3
2006-03-01,-2.0064969735076232,-2.0242983163258628,-1.986482292876674,-2.0253759220614858,0.036781752087311693,IBM,-1.9942358760534333,43.466492201300596,-0.01662920372397414,-0.016172354669579787,0,0,0,0,0,2
2006-03-02,-2.035705223307311,-2.0512406614943086,-1.997233459173682,-2.0235772166140613,-0.31009602735486924,IBM,-1.99867619763329,46.45841253823445,-0.01736780812788541,-0.016411445361240912,0,0,0,0,0,2
2006-03-03,-2.0375104413678953,-2.0234036870335244,-1.9985796353279877,-2.0226782013725764,-0.34095694502250556,IBM,-2.001507786119242,37.89046143244134,-0.0176768467370092,-0.01666452563639457,0,0,0,0,0,1
2006-03-06,-2.0194989885193286,-2.031911617147975,-1.9811188320746633,-2.0208808452914666,-0.17616684867087778,IBM,-2.001440389480158,45.38155656767715,-0.017574146623875464,-0.016846449833890748,0,0,0,0,0,2
2006-03-07,-2.0150102126269642,-2.0251931670610697,-1.9829057567900443,-2.007876827247892,-0.3523806359888128,IBM,-1.9996861987910404,41.01226614430429,-0.016256050832344382,-0.016728370033581477,0,0,0,0,0,1
2006-03-08,-2.0042599994637564,-1.989127721915841,-1.9655212923613006,-1.9700304587590285,0.17658524688293745,IBM,-1.996806443199438,52.813417916568504,-0.012019017032661727,-0.01578649943339753,0,0,0,0,0,3
2006-03-09,-1.9593691042460977,-1.9723313248636152,-1.941147789073651,-1.9753493745035384,-0.3621593310712922,IBM,-1.9963178512835444,51.03619597472234,-0.008986735772840815,-0.014426546701286187,0,0,0,0,0,1
2006-03-10,-1.9695425252013121,-1.9604442876799493,-1.9310043925735072,-1.9510353955563826,-0.14176900733806488,IBM,-1.9937217934751803,57.768385288319365,-0.004569027225654443,-0.01245504280615984,0,0,0,0,0,2
2006-03-13,-1.9461426131317061,-1.9538572279285529,-1.9125557398678759,-1.9352094026314275,-0.23872859160493745,IBM,-1.99240101817256,62.591280620183646,0.00020668149593405793,-0.009922697945741061,0,0,0,0,0,2
2006-03-14,-1.9483436463425174,-1.9280639483400241,-1.9116796071380349,-1.8937779292398016,-0.2565996288273232,IBM,-1.9870314631609212,63.132874479648535,0.007251053084021519,-0.0064879477397885455,0,0,0,0,0,2
2006-03-15,-1.898492501257432,-1.8946759849283736,-1.8607966335881962,-1.8721622413978731,0.09987582201707854,IBM,-1.9820272893781943,81.04245760269546,0.014411842924369145,-0.0023079896069570075,0,0,0,0,0,2
2006-03-16,-1.8647784370587768,-1.8964028523925363,-1.8620923026845093,-1.8942115718858732,-0.3676279571103433,IBM,-1.977592967663264,75.17039273696625,0.018098989878027494,0.0017734062900398927,0,0,0,0,0,1
