Date,Open,High,Low,Close,Volume,Name,MA_20,RSI_14,MACD,MACD_Signal,Market_Regime,Open_binned,High_binned,Low_binned,Close_binned,Volume_binned
2006-01-31,-0.6945750496159421,-0.7370760074214568,-0.6611274684960204,-0.7180517144135075,-0.5512981074391948,JPM,-0.7335865336902205,40.2583993926726,-0.016671849394465532,-0.022915963774741914,1,1,1,1,1,1
2006-02-01,-0.707272395099925,-0.7345051544435154,-0.6669654265367272,-0.7070271551208644,-1.0233607540688292,JPM,-0.7348937825007662,42.01755425450357,-0.01214446933159019,-0.020761664886111572,1,1,1,1,1,0
2006-02-02,-0.707272395099925,-0.7396487801399648,-0.6736500058257793,-0.6977267152185641,-1.1805456094857059,JPM,-0.7333244988627595,50.42862953269205,-0.007717062745033143,-0.018152744457895886,1,1,1,1,1,0
2006-02-03,-0.743937890046387,-0.7448000962819585,-0.6895801731283323,-0.7367910577703654,-1.1612249695536438,JPM,-0.7342189892371599,45.983117455480134,-0.0072765970161645654,-0.015977514969549623,1,0,0,1,0,0
2006-02-06,-0.7482272319127606,-0.7880299143429114,-0.6971528739295428,-0.744487229922527,-1.8616776472365324,JPM,-0.7366836171642103,47.133438541051504,-0.007462518260486495,-0.014274515627736998,1,0,0,1,0,0
2006-02-07,-0.7654392059839481,-0.7880299143429114,-0.7191273498262623,-0.7599324017386831,-1.4579509304858596,JPM,-0.7426404933624663,48.98810473532892,-0.008755233588118916,-0.01317065921981338,1,0,0,1,0,0
2006-02-08,-0.7585439016501179,-0.7862902670990818,-0.702210979291902,-0.7308172505698495,-1.2169843192773289,JPM,-0.7473904926600972,55.8791240796625,-0.007345693838885503,-0.012005666143627806,1,0,0,1,1,0
2006-02-09,-0.7370862379493203,-0.7508197157145411,-0.6862200791450823,-0.7163532836466764,-1.4751177754691247,JPM,-0.751292899145183,73.36954512808978,-0.0050038212455989495,-0.010605297164022035,0,1,0,1,1,0
2006-02-10,-0.7293946842859063,-0.7551258921303613,-0.6988380507261172,-0.7036422121844964,-1.4232683790380372,JPM,-0.7514197232514472,72.79359324266112,-0.0020980085701652884,-0.008903839445250685,0,1,0,1,1,0
2006-02-13,-0.7166141717323815,-0.7268040853571586,-0.6719775955174109,-0.7163532836466764,-1.606999339638922,JPM,-0.7520552768245562,73.12957561596451,-0.0008114543847411726,-0.007285362433148783,0,1,1,1,1,0
2006-02-14,-0.7259818226310594,-0.7250950717762243,-0.668635306724132,-0.6884518228108845,-0.8385700625083952,JPM,-0.7504053109090195,72.71518897162784,0.0024315345666343635,-0.005341983033192154,0,1,1,1,1,1
2006-02-15,-0.6996482689981379,-0.7106025817007694,-0.6420177519438045,-0.6699781217502614,-0.8644497980753343,JPM,-0.7462941677762609,63.4608692638985,0.006418313635178974,-0.002989923699517928,0,1,1,1,1,1
2006-02-16,-0.6592740044212204,-0.6834868780160744,-0.6197244241383989,-0.6283645766547598,-1.0045278620721612,JPM,-0.7388535478142952,67.44688275342381,0.012788314353079477,0.00016572391100155327,0,1,1,1,1,0
2006-02-17,-0.641760697312783,-0.6834868780160744,-0.606584040406323,-0.6316748517384421,-1.0115728543724865,JPM,-0.7271556169245089,65.4606943348906,0.017369252352131492,0.0036064295992275413,0,1,1,1,1,0
2006-02-21,-0.6442570529193344,-0.6725317930459332,-0.5943121090354703,-0.6383051539449576,-1.7011419393996892,JPM,-0.7167625078984117,65.94674836844663,0.020231453145716505,0.006931434308525334,0,1,1,1,1,0
2006-02-22,-0.622682939887557,-0.6224164174164916,-0.5788326676668077,-0.5799112730964556,-0.8076882292723906,JPM,-0.7027424023533908,71.3785307879532,0.026901561605576996,0.010925459767935668,0,1,1,1,1,1
2006-02-23,-0.5922166623539574,-0.6207583946058514,-0.5577668560978091,-0.6044616502141764,-1.432131020797398,JPM,-0.6915809782379914,64.91334938789058,0.029862424912537655,0.014712852796856066,0,1,1,1,1,0
2006-02-24,-0.6185498028223483,-0.5992763934159432,-0.5682830102340829,-0.5595881087569382,-1.3383834588216075,JPM,-0.6829768834366796,77.83748739663656,0.03542153280589011,0.018854588798662877,0,1,1,1,1,0
2006-02-27,-0.5685280680315192,-0.5894066191595628,-0.5136413138725618,-0.5660782219156029,-1.4669469733978007,JPM,-0.6753782088117843,78.13379295249354,0.0388555652019178,0.022854784079313864,0,1,1,1,1,0
2006-02-28,-0.5652736577226067,-0.6182728554807286,-0.5601906983690976,-0.6019985641561726,-0.98566495617232,JPM,-0.669999732463543,73.39080920623232,0.03823780755338213,0.02593138877412752,0,1,1,1,1,0
2006-03-01,-0.6004237657392552,-0.5902280213190443,-0.5472839931338693,-0.5620204395128862,-1.1456945954526165,JPM,-0.662198168718512,74.22104088498368,0.04050718905324313,0.028846548829950643,0,1,1,1,1,0
2006-03-02,-0.5620223759020657,-0.598452831480752,-0.5280177722474917,-0.5595881087569382,-1.0900999617251113,JPM,-0.6548262164003156,73.2982939417474,0.04201760619687667,0.03148076030333585,0,1,1,1,1,0
2006-03-03,-0.5726004895370311,-0.5779275036376522,-0.5232186810067077,-0.5652662752168414,-0.9127634062147704,JPM,-0.6482031944002296,71.00229405585856,0.04226918918500877,0.03363844607967044,0,1,1,1,1,0
2006-03-06,-0.5742308321335607,-0.6009241081002279,-0.5464789919456612,-0.5782809107628495,-1.245687169824218,JPM,-0.6402776870498538,70.93686086148523,0.0409463936571115,0.03510003559515865,0,1,1,1,1,0
2006-03-07,-0.6119472714119603,-0.6133071500781538,-0.5561519463516177,-0.5742084457558412,-1.3144815629248092,JPM,-0.6317637478415195,68.67046906826602,0.03976825882918,0.03603368024196292,0,1,1,1,1,0
2006-03-08,-0.5734155625982377,-0.6066973229442881,-0.5416530901363342,-0.5644545237209906,-1.3626997231258091,JPM,-0.6219898539406349,67.75019038805897,0.03917010983766411,0.03666096616110316,0,1,1,1,1,0
2006-03-09,-0.5726004895370311,-0.6066973229442881,-0.5609990402181118,-0.6093932192318815,-1.2627448080975483,JPM,-0.6159186523737363,53.136707114163464,0.034670238366659945,0.036262820602214516,0,1,1,1,1,0
2006-03-10,-0.6086508329033714,-0.6348770868117731,-0.5682830102340829,-0.6028193932161643,-1.0576046011864382,JPM,-0.6102419578522108,54.73164218667027,0.03127400338217934,0.035265057158207484,0,1,1,1,1,0
2006-03-13,-0.5766778205320067,-0.6282257887390994,-0.559382553796876,-0.608570790700219,-1.1344150148921037,JPM,-0.605488386777997,54.890630849084125,0.02779793567900435,0.03377163286236686,0,1,1,1,1,0
2006-03-14,-0.5922166623539574,-0.626564968589987,-0.5376368708773057,-0.5823582936119207,-0.4886199425258969,JPM,-0.5987886372762592,49.52159620572098,0.026848760628814028,0.0323870584156563,0,1,1,1,1,1
2006-03-15,-0.6004237657392552,-0.6398740004218364,-0.5585746064051789,-0.5954391054199677,-0.7124681813812817,JPM,-0.5941380014067134,51.715367304063925,0.024755652617580726,0.030860777256041184,0,1,1,1,1,1
2006-03-16,-0.579126580612379,-0.6240752385046825,-0.5368342112263683,-0.587257661328983,-1.2199835189093775,JPM,-0.5900019783856494,43.74275351689495,0.023486288289911506,0.029385879462815248,0,1,1,1,1,0
2006-03-17,-0.584847258439372,-0.626564968589987,-0.5376368708773057,-0.5807267495711358,-0.8223324856499801,JPM,-0.5876200870314683,46.67314041279992,0.02274510648350414,0.028057724866953026,0,1,1,1,1,1
2006-03-20,-0.5881205668466802,-0.6224164174164916,-0.5456741864072284,-0.5766513352834917,-1.318245170054162,JPM,-0.5848689112087206,56.61903636794635,0.022230309267999848,0.026892241747162392,0,1,1,1,1,0
2006-03-21,-0.5913970462960096,-0.6091745223348589,-0.5545378237901302,-0.5970777758346311,-0.7727894357330801,JPM,-0.5828075423032043,39.70012674142996,0.0199441816133914,0.025502629720408194,0,1,1,1,1,1
2006-03-22,-0.5979595429382398,-0.568934952607696,-0.5577668560978091,-0.5281262318333132,-0.7679924884987838,JPM,-0.5802182902400472,56.597352426836046,0.02342617990560225,0.025087339757447008,0,1,1,1,1,1
2006-03-23,-0.528071297874316,-0.568934952607696,-0.49219298308352577,-0.5289292953022938,-0.8288395985402999,JPM,-0.5764416724944532,57.78406009853441,0.02582321418937461,0.025234514643832532,0,1,1,1,1,1
2006-03-24,-0.5329006356695637,-0.5502078496607672,-0.48507430090355563,-0.5241137770058174,-1.7244433547935767,JPM,-0.574667955906897,62.04307146024951,0.027791094769378133,0.025745830668941656,0,1,1,1,1,0
2006-03-27,-0.5433879174350217,-0.568934952607696,-0.49536176072648,-0.5233118579091715,-1.5983054944446595,JPM,-0.5725296377065756,61.481447615955936,0.02908014467003206,0.026412693469159736,0,1,1,1,1,0
2006-03-28,-0.5377368790963025,-0.5681186106191154,-0.5176285177004101,-0.5677027012975453,-0.5532347426971892,JPM,-0.5708148445636442,49.33740363799022,0.02621753649090175,0.02637366207350814,0,1,1,1,1,1
2006-03-29,-0.5539078190951616,-0.5787461733205733,-0.532823828788366,-0.5579675278128512,-1.6008928651542829,JPM,-0.5706121989786423,61.630948474300304,0.024452571996163797,0.025989444058039272,0,1,1,1,1,0
2006-03-30,-0.5693421601408991,-0.5820227987162463,-0.5480891900670031,-0.5701408867421017,-1.3333932898336032,JPM,-0.5711398378779007,57.19654484534444,0.02182000910711357,0.025155557067854134,0,1,1,1,1,0
2006-03-31,-0.5498578298000759,-0.5902280213190443,-0.5176285177004101,-0.5612094678909971,-1.1713685819388173,JPM,-0.5709369975116083,60.29907281158456,0.0202212766196882,0.02416870097822095,0,1,1,1,1,0
2006-04-03,-0.5361240294425836,-0.5477726713160382,-0.4874454949798072,-0.5377756225541035,-1.0994430781947828,JPM,-0.568911733101171,59.81196979922335,0.020607633112315726,0.02345648740503991,0,1,1,1,1,0
2006-04-04,-0.564460544206713,-0.5477726713160382,-0.5176285177004101,-0.5105069870339585,-0.7133159478099722,JPM,-0.5657266601650769,67.61661339819148,0.022850765014274077,0.023335342926886743,0,1,1,1,1,1
2006-04-05,-0.5184332604909236,-0.5315819866645396,-0.474818702226541,-0.4890082776028822,-1.2963118153114854,JPM,-0.5619543478591715,69.31463525726376,0.026062793723822808,0.023880833086273957,0,1,1,1,1,0
2006-04-06,-0.5008345441849062,-0.5469613275346645,-0.4763944207376113,-0.508909787219938,-1.948514441662691,JPM,-0.5569301762585743,63.4052105780535,0.026694743726538017,0.02444361521432677,0,1,1,1,1,0
2006-04-07,-0.5120231270110209,-0.54939593228901,-0.5072717569575294,-0.5563477243120925,-1.1161770193794418,JPM,-0.5546065928133708,53.244764628346424,0.023101424744373378,0.024175177120336094,0,1,1,1,1,0
2006-04-10,-0.5377368790963025,-0.564039799503147,-0.5025026168414657,-0.5418043550887803,-1.6836295991726353,JPM,-0.5512682710327987,59.0433998049719,0.02118303704972946,0.02357674910621477,0,1,1,1,1,0
2006-04-11,-0.5320952670121537,-0.556710085797317,-0.5192247444742814,-0.5636429673342163,-1.4167154600526273,JPM,-0.5503325047189136,43.08210896532173,0.017696513097882782,0.022400701904548376,0,1,1,1,1,0
2006-04-12,-0.5458126844103766,-0.5869435869979406,-0.5017084275146708,-0.5401922851911529,-2.037332011844465,JPM,-0.5475701637074728,47.96637759452126,0.01663394603479551,0.021247350730597803,0,1,1,1,1,0
2006-04-13,-0.5353178929448932,-0.5510199584095882,-0.48507430090355563,-0.516903352371772,-1.8702975895472935,JPM,-0.5440524482596123,51.18299829066177,0.017469696440648774,0.020491819872607998,0,1,1,1,1,0
2006-04-17,-0.5096224556697516,-0.5542703089812594,-0.4914012622465995,-0.5321434605511345,-1.569424933763869,JPM,-0.5416232838086122,48.56808618366821,0.016709666659523115,0.019735389229991022,0,1,1,1,1,0
