Date,Open,High,Low,Close,Volume,Name,MA_20,RSI_14,MACD,MACD_Signal,Market_Regime,Open_binned,High_binned,Low_binned,Close_binned,Volume_binned
2006-01-31,-0.5337446634390209,-0.5341562942805834,-0.5091634698510439,-0.4935393280996242,-0.09002740132891404,GS,-0.7299254797411032,76.85485108924803,0.07292827937328739,0.04678019750101378,1,1,1,1,1,2
2006-02-01,-0.48789976119946177,-0.5040937851493535,-0.45542132149545844,-0.48098399371012396,-0.496632112903818,GS,-0.7115871086312533,77.71294432792716,0.08082638128301467,0.053589434257413956,1,1,1,1,1,1
2006-02-02,-0.4642305453664307,-0.4816286575432291,-0.42936901766540947,-0.45897443190884923,-0.4705636502481633,GS,-0.6894627911978437,78.31747587848906,0.08784900302227017,0.0604413480103852,1,1,1,1,1,1
2006-02-03,-0.48380849002850995,-0.4994258104036124,-0.4481516194567176,-0.4530181258461404,-0.29758871414938304,GS,-0.6669646819774522,77.27305566784894,0.09282507577429866,0.06691809356316789,1,1,1,1,1,2
2006-02-06,-0.4550198201334728,-0.472623951005548,-0.42401963657135117,-0.45085447219570113,-0.42076208931145326,GS,-0.6470748821621055,80.58508821655384,0.0958384718025691,0.07270216921104813,1,1,1,1,1,1
2006-02-07,-0.46206133711151204,-0.4942152191880784,-0.48111147884427513,-0.5422344336785782,-0.009303529391726923,GS,-0.6340630421357123,70.14902732523244,0.0898176487229212,0.07612526511342274,1,1,1,1,1,2
2006-02-08,-0.5235403364085082,-0.532218744801666,-0.4854554523368759,-0.4965477483965653,-0.21381888435110633,GS,-0.6211802032783806,69.49309854435512,0.0877214385978542,0.07844449981030904,1,1,1,1,1,2
2006-02-09,-0.4950015899190561,-0.5068422465018586,-0.45380462497707674,-0.5044902911233689,-0.7333185905977431,GS,-0.60860672835748,78.64667956207111,0.08444584106185604,0.07964476806061845,1,1,1,1,1,1
2006-02-10,-0.5078727746868614,-0.5344331651072751,-0.5269737920716543,-0.5055870974214092,-0.22856799200250813,GS,-0.5964973144800721,76.3448723182008,0.08082964942940019,0.07988174433437481,1,1,1,1,1,2
2006-02-13,-0.535954556965104,-0.5358178120845533,-0.4900763937895425,-0.5375307557659225,-1.2101949183122367,GS,-0.5874540358573304,70.76751961427883,0.07452710318925948,0.07881081610535175,1,1,1,1,1,0
2006-02-14,-0.49336154587765424,-0.5214412890801056,-0.5004260034763655,-0.4790769729477158,-0.758597955259812,GS,-0.5745148634414996,73.25882797684446,0.0734028789445702,0.07772922867319544,1,1,1,1,1,1
2006-02-15,-0.47156063912289736,-0.43465009467288,-0.42936901766540947,-0.3886301271720235,-0.2603761572026885,GS,-0.555972734155389,72.19186113424018,0.078900709425059,0.07796352482356815,1,1,1,1,1,2
2006-02-16,-0.3617241646694068,-0.41177239798120496,-0.35489464896501066,-0.368462397334647,-0.8310573483682109,GS,-0.5392857157522573,70.78969388998848,0.08391779483782458,0.07915437882641944,1,1,1,1,1,1
2006-02-17,-0.35934784298496597,-0.4152627194704048,-0.35883333856895977,-0.37800240405710395,-1.0596299667827416,GS,-0.519610867415671,67.52529090690587,0.08613120543876601,0.08054974414888877,1,1,1,1,1,0
