Date,Open,High,Low,Close,Volume,Name,MA_20,RSI_14,MACD,MACD_Signal,Market_Regime,Open_binned,High_binned,Low_binned,Close_binned,Volume_binned
2006-01-31,-1.7131675308831746,-1.7193124887157658,-1.7180265736239466,-1.7116747899317832,1.055974567864246,AAPL,-1.6788978177365697,39.32486477535682,-0.007664113322941146,0.003973513440766083,1,0,0,0,0,4
2006-02-01,-1.7217914143143993,-1.7182469245871432,-1.7049672244596,-1.7138235413163192,0.36143684859786834,AAPL,-1.6784118666365355,31.075624905836023,-0.007881870831737414,0.001602436586265384,1,0,0,0,0,3
2006-02-02,-1.7196294193124775,-1.734333808407116,-1.7457178577513968,-1.765502073130572,0.7396619320984575,AAPL,-1.680672279352308,25.915429336020168,-0.012085160639119685,-0.0011350828588116298,1,0,0,0,0,3
2006-02-03,-1.7647771600546847,-1.7749929660840358,-1.7615203443503367,-1.7700086025977204,0.7123601508327156,AAPL,-1.6827238359440344,21.881214161068613,-0.01560010901391684,-0.004028088089832672,1,0,0,0,0,3
2006-02-06,-1.768150754697483,-1.7794749103977354,-1.8342282802228769,-1.845809657189103,1.7896779289787963,AAPL,-1.690017949182396,18.61880434839901,-0.024223014699307877,-0.008067073411727714,1,0,0,0,0,4
2006-02-07,-1.8306177339273093,-1.8287792000862568,-1.8342282802228769,-1.8397993866363032,1.5750023527430168,AAPL,-1.6967986485294293,21.28412060346895,-0.030223354953458514,-0.012498329720073875,1,0,0,0,0,4
2006-02-08,-1.8270575809606853,-1.835828088667092,-1.846396783289943,-1.8195946655607513,1.1086765350124277,AAPL,-1.7061362452542634,28.387082687746556,-0.03296827791631385,-0.016592319359321872,1,0,0,0,0,4
2006-02-09,-1.8164422802913212,-1.8334737092124862,-1.8723762521785214,-1.8862794440100663,1.341202126072169,AAPL,-1.7209731494286609,26.746561683107586,-0.04006273518041836,-0.02128640252354117,1,0,0,0,0,4
2006-02-10,-1.8841303570280392,-1.8596377848437442,-1.9015177874912101,-1.8446051053032217,1.8682492414605667,AAPL,-1.733967322611517,29.84785324357837,-0.04184006658530559,-0.025397135335894057,1,0,0,0,0,4
2006-02-13,-1.8582818020347973,-1.8753796381217431,-1.8711257768686236,-1.89128237398245,1.0147542151400786,AAPL,-1.750202067446665,28.375115925365492,-0.046479295625252215,-0.029613567393765694,1,0,0,0,0,4
2006-02-14,-1.8853757400823619,-1.852443557586414,-1.863651258071217,-1.8397993866363032,1.3529028391527433,AAPL,-1.763243820271282,38.20077241653382,-0.04547743567594198,-0.03278634105020095,1,0,0,0,0,4
2006-02-15,-1.849792175397227,-1.826439032172976,-1.8330184600793946,-1.8125469162440087,1.3517571544290676,AAPL,-1.7733708610000813,44.42886859386258,-0.042000255049878366,-0.03462912385013644,1,0,0,0,0,4
2006-02-16,-1.8024381352535828,-1.8044391742727042,-1.786798642845308,-1.7905078386162159,1.1095557099716564,AAPL,-1.779935644589487,47.451393064821275,-0.03703922979077556,-0.03511114503826426,1,0,0,0,0,4
2006-02-17,-1.7966526568920842,-1.8055867452420074,-1.785637532078145,-1.7951129205765741,0.48488255479013415,AAPL,-1.784535319149605,41.274184180691,-0.03309764411976035,-0.03470844485456348,1,0,0,0,0,3
